Date,Month,Julien,Week,ID,Sex,TotalMinBask,Basking,Date,Week,Water.Min,Water.Max,Water.Mean,Avg.Wind,CloudCover,Precip,Air.Max.F,Air.Min.F,Air.Mean.F,Air.Max.C,Air.Min.C,Air.Mean.C,RiverHeight.ft,Discharge.ft.s
5/1/21,5,2021121,18,Alvin,Male,495,0.61,5/1/21,18,11.6,14.6,13.3,13.65,0.20,0,73,31,53,22.8,-0.6,11.7,3.07,480
5/1/21,5,2021121,18,April,Female,515,0.64,5/1/21,18,11.6,14.6,13.3,13.65,0.20,0,73,31,53,22.8,-0.6,11.7,3.07,480
5/1/21,5,2021121,18,Betty,Female,410,0.51,5/1/21,18,11.6,14.6,13.3,13.65,0.20,0,73,31,53,22.8,-0.6,11.7,3.07,480
5/1/21,5,2021121,18,Carmen,Female,680,0.84,5/1/21,18,11.6,14.6,13.3,13.65,0.20,0,73,31,53,22.8,-0.6,11.7,3.07,480
5/1/21,5,2021121,18,Dot,Female,490,0.61,5/1/21,18,11.6,14.6,13.3,13.65,0.20,0,73,31,53,22.8,-0.6,11.7,3.07,480
5/1/21,5,2021121,18,Marlo,Female,435,0.54,5/1/21,18,11.6,14.6,13.3,13.65,0.20,0,73,31,53,22.8,-0.6,11.7,3.07,480
5/2/21,5,2021122,19,Alvin,Male,550,0.68,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,April,Female,425,0.53,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Betty,Female,585,0.73,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Bugs,Male,675,0.84,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Carmen,Female,700,0.87,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Dot,Female,505,0.63,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Elsa,Female,595,0.74,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Fiona,Female,695,0.86,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Granny,Female,755,0.94,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/2/21,5,2021122,19,Marlo,Female,495,0.62,5/2/21,18,14.1,18,15.7,17,0.68,0,82,59,60,27.8,15,15.6,3.04,461
5/3/21,5,2021123,19,Alvin,Male,330,0.41,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,April,Female,335,0.42,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Betty,Female,455,0.57,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Bugs,Male,295,0.37,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Carmen,Female,550,0.68,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Dot,Female,380,0.47,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Elsa,Female,310,0.39,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Fiona,Female,245,0.30,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Granny,Female,390,0.48,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/3/21,5,2021123,19,Marlo,Female,335,0.42,5/3/21,18,15.7,17.7,16.3,6.49,1.00,0.12,66,56,55.8,18.9,13.3,13.2,3.05,468
5/4/21,5,2021124,19,Alvin,Male,180,0.22,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,April,Female,245,0.30,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Betty,Female,305,0.38,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Bugs,Male,5,0.01,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Carmen,Female,495,0.61,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Dot,Female,255,0.31,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Elsa,Female,620,0.40,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Fiona,Female,155,0.19,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Granny,Female,265,0.33,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/4/21,5,2021124,19,Marlo,Female,80,0.10,5/4/21,18,15.4,16.4,15.8,11.41,1.00,0.07,63,48,53.8,17.2,8.9,12.1,3.04,464
5/5/21,5,2021125,19,Alvin,Male,330,0.41,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,April,Female,530,0.65,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Betty,Female,500,0.62,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Bugs,Male,390,0.48,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Carmen,Female,480,0.59,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Dale,Male,10,0.01,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Dot,Female,515,0.64,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Elsa,Female,500,0.31,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Felix,Male,205,0.25,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Fiona,Female,340,0.42,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Granny,Female,395,0.49,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Marlo,Female,445,0.55,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/5/21,5,2021125,19,Ziggy,Male,365,0.45,5/5/21,18,14.1,16.5,15.2,10.07,0.80,0,58,40,49,14.4,4.4,9.4,3.04,462
5/6/21,5,2021126,19,Alvin,Male,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,April,Female,15,0.02,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Betty,Female,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Bugs,Male,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Carmen,Female,55,0.07,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Dale,Male,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Dot,Female,15,0.02,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Elsa,Female,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Felix,Male,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Fiona,Female,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Granny,Female,55,0.07,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Marlo,Female,10,0.01,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/6/21,5,2021126,19,Ziggy,Male,0,0.00,5/6/21,18,13.8,15.8,14.3,,0.96,0,50,37,48.3,10,2.8,9.1,3.04,463
5/7/21,5,2021127,19,Alvin,Male,75,0.09,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,April,Female,520,0.64,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Betty,Female,440,0.54,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Bugs,Male,0,0.00,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Carmen,Female,515,0.64,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Dale,Male,0,0.00,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Dot,Female,380,0.47,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Elsa,Female,705,0.44,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Felix,Male,200,0.25,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Fiona,Female,270,0.33,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Granny,Female,430,0.53,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Marlo,Female,470,0.58,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/7/21,5,2021127,19,Ziggy,Male,260,0.32,5/7/21,18,12.8,15,13.9,9.17,0.69,0,57,34,50.8,13.9,1.1,10.4,3.01,448
5/8/21,5,2021128,19,Alvin,Male,225,0.28,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,April,Female,425,0.52,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Betty,Female,555,0.68,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Bugs,Male,235,0.29,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Carmen,Female,630,0.77,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Dale,Male,60,0.07,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Dot,Female,415,0.51,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Elsa,Female,800,0.49,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Felix,Male,280,0.34,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Fiona,Female,385,0.47,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Granny,Female,480,0.59,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Marlo,Female,475,0.59,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/8/21,5,2021128,19,Ziggy,Male,270,0.33,5/8/21,18,12.8,14.4,13.6,7.61,0.38,0,55,33,48.3,12.8,0.6,9.1,2.99,436
5/9/21,5,2021129,20,Alvin,Male,0,0.00,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,April,Female,130,0.16,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Betty,Female,0,0.00,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Bugs,Male,0,0.00,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Carmen,Female,350,0.43,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Dale,Male,0,0.00,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Dot,Female,160,0.20,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Elsa,Female,180,0.11,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Felix,Male,0,0.00,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Fiona,Female,90,0.11,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Granny,Female,180,0.22,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Marlo,Female,185,0.23,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/9/21,5,2021129,20,Ziggy,Male,70,0.09,5/9/21,19,12.6,14.1,13.3,5.59,1.00,0,57,40,55.8,13.9,4.4,13.2,2.98,431
5/10/21,5,2021130,20,Alvin,Male,25,0.03,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,April,Female,310,0.38,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Betty,Female,435,0.53,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Bugs,Male,55,0.07,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Carmen,Female,575,0.71,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Dale,Male,10,0.01,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Dot,Female,450,0.55,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Elsa,Female,390,0.24,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Felix,Male,0,0.00,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Fiona,Female,150,0.18,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Granny,Female,430,0.53,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Marlo,Female,335,0.41,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/10/21,5,2021130,20,Ziggy,Male,115,0.14,5/10/21,19,12.4,13.9,13.1,7.38,0.64,0,54,33,55.3,12.2,0.6,12.9,2.97,425
5/11/21,5,2021131,20,Alvin,Male,0,0.00,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,April,Female,420,0.52,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Betty,Female,540,0.66,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Bugs,Male,15,0.02,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Carmen,Female,645,0.79,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Dale,Male,10,0.01,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Dot,Female,390,0.48,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Elsa,Female,310,0.19,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Felix,Male,0,0.00,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Fiona,Female,330,0.40,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Granny,Female,475,0.58,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Marlo,Female,440,0.54,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/11/21,5,2021131,20,Ziggy,Male,0,0.00,5/11/21,19,8,14.7,12.5,8.95,0.18,0,56,30,59.8,13.3,-1.1,15.4,2.96,416
5/12/21,5,2021132,20,Alvin,Male,390,0.48,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,April,Female,560,0.68,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Betty,Female,600,0.73,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Bugs,Male,300,0.37,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Carmen,Female,610,0.74,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Dale,Male,395,0.48,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Dot,Female,505,0.62,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Elsa,Female,940,0.57,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Felix,Male,260,0.32,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Fiona,Female,470,0.57,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Granny,Female,475,0.58,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Marlo,Female,500,0.61,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/12/21,5,2021132,20,Ziggy,Male,280,0.34,5/12/21,19,12.4,15.4,13.7,5.37,0.05,0,65,33,61,18.3,0.6,16.1,2.94,408
5/13/21,5,2021133,20,Alvin,Male,475,0.58,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,April,Female,570,0.70,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Betty,Female,555,0.68,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Bugs,Male,405,0.49,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Carmen,Female,555,0.68,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Dale,Male,405,0.49,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Dot,Female,545,0.66,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Elsa,Female,1100,0.67,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Felix,Male,245,0.30,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Fiona,Female,515,0.63,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Granny,Female,475,0.58,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Marlo,Female,495,0.61,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/13/21,5,2021133,20,Ziggy,Male,560,0.68,5/13/21,19,12.9,15.7,14.1,3.58,0.00,0,68,35,61.5,20,1.7,16.4,2.92,394
5/14/21,5,2021134,20,Alvin,Male,475,0.58,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,April,Female,490,0.60,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Betty,Female,450,0.55,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Bugs,Male,315,0.38,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Carmen,Female,690,0.84,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Dale,Male,320,0.39,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Dot,Female,555,0.68,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Elsa,Female,935,0.57,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Felix,Male,485,0.59,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Fiona,Female,545,0.66,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Granny,Female,510,0.62,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Marlo,Female,525,0.64,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/14/21,5,2021134,20,Ziggy,Male,540,0.66,5/14/21,19,13.5,16.3,14.8,2.24,0.11,0,73,35,63.5,22.8,1.7,17.5,2.9,383
5/15/21,5,2021135,20,Alvin,Male,410,0.50,5/15/21,19,14.3,15.8,14.9,5.82,0.90,0.02,71,41,62.3,21.7,5,16.8,2.88,376
5/15/21,5,2021135,20,April,Female,435,0.53,5/15/21,19,14.3,15.8,14.9,5.82,0.90,0.02,71,41,62.3,21.7,5,16.8,2.88,376
