"ID","Date","Sex","Sum.Light","Mean.Light","Median.Light","Sum.Dry","Mean.Dry","Median.Dry","Lenth.WetDry","Proportion.Dry","Daylight.Minutes","Week","Month","Julien","Water.Min","Water.Max","Water.Mean","Avg.Wind","CloudCover","Precip","Air.Max.F","Air.Min.F","Air.Mean.F","Air.Max.C","Air.Min.C","Air.Mean.C","RiverHeight.ft","Discharge.ft.s"
"Elsa",2021-05-20,"Female",4970818.726,30126.1740969697,18606.071,98,0.593939393939394,1,165,0.593939393939394,825,20,"May, 2021",2021140,18.6,20.8,19.7,7.16,0.99,0,87,66,75.5,30.6,18.9,24.2,2.85,362
"Elsa",2021-05-21,"Female",4795495.814,29063.6109939394,23257.304,113,0.684848484848485,1,165,0.684848484848485,825,20,"May, 2021",2021141,19.5,22,20.7,9.62,0.99,0,87,64,69.5,30.6,17.8,20.8,2.83,348
"Elsa",2021-05-22,"Female",2080966.092,12611.9157090909,1745.348,18,0.109090909090909,0,165,0.109090909090909,825,20,"May, 2021",2021142,20.4,22.8,21.4,7.61,0.79,0,86,66,64.3,30,18.9,17.9,2.81,340
"Elsa",2021-05-23,"Female",2683153.225,16163.5736445783,5960.529,60,0.36144578313253,0,166,0.36144578313253,830,20,"May, 2021",2021143,20.6,22.7,21.4,8.95,0.62,0,80,60,61,26.7,15.6,16.1,2.8,335
"Elsa",2021-05-24,"Female",5866722.887,35341.7041385542,30234.155,85,0.512048192771085,1,166,0.512048192771084,830,21,"May, 2021",2021144,20.6,23.6,21.7,6.71,0.82,0,86,58,64,30,14.4,17.8,2.8,333
"Elsa",2021-05-25,"Female",3257128.644,19621.2568915663,7995.4435,55,0.331325301204819,0,166,0.331325301204819,830,21,"May, 2021",2021145,22.3,23.5,23,12.3,0.82,0.03,90,67,71,32.2,19.4,21.7,2.79,331
"Elsa",2021-05-26,"Female",3649256.271,21983.4715120482,8140.795,72,0.433734939759037,0,166,0.433734939759036,830,21,"May, 2021",2021146,22,23.7,22.8,11.18,0.95,0.21,77,59,68.5,25,15,20.3,2.83,350
"Elsa",2021-05-27,"Female",4680158.633,28193.7267048193,10466.412,64,0.385542168674699,0,166,0.385542168674699,830,21,"May, 2021",2021147,20,23.2,21.1,10.74,0.69,0,67,45,60.8,19.4,7.2,16,2.84,355
"Elsa",2021-05-28,"Female",114825.069,691.71728313253,555.286,0,0,0,166,0,830,21,"May, 2021",2021148,17.2,20,18.2,15.88,1,0.17,49,41,53.5,9.4,5,11.9,2.91,393
"Elsa",2021-05-29,"Female",5467467.391,32936.5505481928,15117.645,76,0.457831325301205,0,166,0.457831325301205,830,21,"May, 2021",2021149,15.9,19,17.4,10.96,0.41,0,65,36,60.3,18.3,2.2,15.7,2.98,431
"Elsa",2021-05-30,"Female",5923529.03900001,35683.909873494,22094.4955,67,0.403614457831325,0,166,0.403614457831325,830,21,"May, 2021",2021150,16.5,19.2,17.8,2.91,0,0,71,36,65,21.7,2.2,18.3,2.94,408
"Elsa",2021-05-31,"Female",2429755.23,14637.0796987952,4579.6935,64,0.385542168674699,0,166,0.385542168674699,830,22,"May, 2021",2021151,17.1,18.7,17.6,5.37,0.96,0,69,48,69.3,20.6,8.9,20.7,2.89,379
"Elsa",2021-06-01,"Female",5455439.59400001,32864.093939759,18606.071,72,0.433734939759036,0,166,0.433734939759036,830,22,"June, 2021",2021152,16.8,20.1,18.3,3.8,0.55,0,76,48,63.8,24.4,8.9,17.7,2.86,364
"Elsa",2021-06-02,"Female",4060080.803,24311.8610958084,9303.603,84,0.502994011976048,1,167,0.502994011976048,835,22,"June, 2021",2021153,18.2,19.8,19,5.14,0.7,0,76,52,63.8,24.4,11.1,17.7,2.8,335
"Elsa",2021-06-03,"Female",5185133.183,31048.7016946108,9303.603,76,0.455089820359281,0,167,0.455089820359281,835,22,"June, 2021",2021154,18.6,22.3,20.3,5.59,0.61,0,83,58,67.5,28.3,14.4,19.7,2.81,340
"Elsa",2021-06-04,"Female",5102404.581,30553.3208443114,20931.687,84,0.502994011976048,1,167,0.502994011976048,835,22,"June, 2021",2021155,19.8,21.9,20.7,11.41,0.48,0,90,66,68,32.2,18.9,20,2.78,326
"Elsa",2021-06-05,"Female",4303131.625,25767.255239521,4361.667,44,0.263473053892215,0,167,0.263473053892216,835,22,"June, 2021",2021156,20.4,23.5,21.8,12.08,0.26,0,90,65,72,32.2,18.3,22.2,2.79,328
"Elsa",2021-06-06,"Female",3117799.439,18669.4577185629,1890.699,41,0.245508982035928,0,167,0.245508982035928,835,22,"June, 2021",2021157,22,24.9,23.3,10.74,0.15,0,91,67,73.8,32.8,19.4,23.2,2.76,314
"Elsa",2021-06-07,"Female",2735855.47,16382.3680838323,11629.22,86,0.514970059880239,1,167,0.51497005988024,835,23,"June, 2021",2021158,23,24.7,23.4,5.59,0.99,0.22,78,71,69,25.6,21.7,20.6,2.79,330
"Elsa",2021-06-08,"Female",1998646.276,11967.9417724551,4652.369,40,0.239520958083832,0,167,0.239520958083832,835,23,"June, 2021",2021159,22.9,25.1,23.7,4.03,0.89,0.09,82,69,67.5,27.8,20.6,19.7,2.8,336
"Elsa",2021-06-09,"Female",3087099.703,18485.6269640719,4070.965,51,0.305389221556886,0,167,0.305389221556886,835,23,"June, 2021",2021160,23.6,26,24.8,3.36,0.44,0.16,90,66,70.3,32.2,18.9,21.3,2.79,331
"Elsa",2021-06-10,"Female",2637997.879,15796.3944850299,4943.071,52,0.311377245508982,0,167,0.311377245508982,835,23,"June, 2021",2021161,23.9,26.4,25.1,4.25,0.42,0.02,86,69,71,30,20.6,21.7,2.83,349
"Elsa",2021-06-11,"Female",4048943.28,24245.1693413174,6105.88,34,0.203592814371258,0,167,0.203592814371257,835,23,"June, 2021",2021162,25,27.3,26,4.25,0.06,0,91,66,71.5,32.8,18.9,21.9,2.83,351
"Elsa",2021-06-12,"Female",783603.431000001,4692.23611377245,691.553,5,0.029940119760479,0,167,0.029940119760479,835,23,"June, 2021",2021163,25.4,27.8,26.4,4.47,0.52,0,91,65,75,32.8,18.3,23.9,2.8,335
"Elsa",2021-06-13,"Female",2226277.392,13331.0023473054,691.553,8,0.0479041916167664,0,167,0.0479041916167665,835,23,"June, 2021",2021164,25.9,27.5,26.5,8.5,0.06,0,85,64,74.8,29.4,17.8,23.8,2.77,320
"Elsa",2021-06-14,"Female",2678650.751,16039.8248562874,764.229,23,0.137724550898203,0,167,0.137724550898204,835,24,"June, 2021",2021165,24.7,26.5,25.4,8.05,0.4,0.23,81,59,76,27.2,15,24.4,2.75,308
"Elsa",2021-06-15,"Female",1707103.861,10283.7581987952,419.02,22,0.132530120481928,0,166,0.132530120481928,830,24,"June, 2021",2021166,23.9,25.8,25,7.16,0.09,0,80,55,76.3,26.7,12.8,24.6,2.73,299
"Elsa",2021-06-16,"Female",146719.403,878.559299401198,169.198,0,0,0,167,0,835,24,"June, 2021",2021167,23.3,25.3,24.4,2.24,0.27,0,78,50,72.3,25.6,10,22.4,2.7,288
"Elsa",2021-06-17,"Female",1280743.795,7669.12452095809,310.007,4,0.0239520958083832,0,167,0.0239520958083832,835,24,"June, 2021",2021168,22.6,25.3,24,4.92,0.05,0,86,50,69.5,30,10,20.8,2.68,277
"Elsa",2021-06-18,"Female",2648827.667,15861.2435149701,7850.093,69,0.413173652694611,0,167,0.413173652694611,835,24,"June, 2021",2021169,23.6,25.4,24.5,8.5,0.98,1.08,83,65,68.8,28.3,18.3,20.4,3,449
"Elsa",2021-06-19,"Female",2801124.907,16773.2030359281,4070.965,81,0.485029940119761,0,167,0.48502994011976,835,24,"June, 2021",2021170,23.4,25.3,24.1,5.37,0.79,NA,80,63,68.5,26.7,17.2,20.3,3.4,702
"Elsa",2021-06-20,"Female",2770095.875,16587.4004491018,1527.322,56,0.335329341317365,0,167,0.335329341317365,835,24,"June, 2021",2021171,23.5,25.8,24.5,3.58,0.75,0.35,84,64,75,28.9,17.8,23.9,3.29,616
"Elsa",2021-06-21,"Female",1040748.761,6232.02850898204,945.917,38,0.227544910179641,0,167,0.227544910179641,835,25,"June, 2021",2021172,22.8,25,23.6,12.97,0.87,NA,71,51,70.3,21.7,10.6,21.3,3.8,993
"Elsa",2021-06-22,"Female",4130143.431,24731.3977904192,4507.018,73,0.437125748502994,0,167,0.437125748502994,835,25,"June, 2021",2021173,21.5,23.3,22.4,4.92,0.25,0,70,44,66.3,21.1,6.7,19.1,3.78,976
"Elsa",2021-06-23,"Female",2985246.089,17875.7250838323,9012.901,95,0.568862275449102,1,167,0.568862275449102,835,25,"June, 2021",2021174,20.8,22.5,21.4,10.51,0.81,0.05,75,55,67.3,23.9,12.8,19.6,3.63,860
"Elsa",2021-06-24,"Female",2710067.021,16227.9462335329,9303.603,91,0.544910179640718,1,167,0.544910179640719,835,25,"June, 2021",2021175,20.3,21.4,20.8,11.18,0.73,0.22,78,62,71.3,25.6,16.7,21.8,3.44,719
"Elsa",2021-06-25,"Female",859349.512,5145.80546107784,5233.774,134,0.802395209580839,1,167,0.802395209580838,835,25,"June, 2021",2021176,20.2,20.6,20.3,11.41,1,2.12,76,68,73.8,24.4,20,23.2,3.64,866
"Elsa",2021-06-26,"Female",1494175.92,8947.16119760479,4070.965,97,0.580838323353293,1,167,0.580838323353293,835,25,"June, 2021",2021177,20.1,21,20.5,11.41,1,1.85,82,71,73.8,27.8,21.7,23.2,4.17,1309
"Elsa",2021-06-27,"Female",2694246.473,16133.2124131737,6687.284,80,0.479041916167665,0,167,0.479041916167665,835,25,"June, 2021",2021178,20.7,21.7,21.2,13.65,0.6,0.04,86,70,70.5,30,21.1,21.4,4.87,1951
"Elsa",2021-06-28,"Female",2777529.212,16631.9114491018,9303.603,84,0.502994011976048,1,167,0.502994011976048,835,26,"June, 2021",2021179,21.1,22.1,21.5,4.25,0.6,0.17,86,67,70.8,30,19.4,21.6,5.01,2053
"Elsa",2021-06-29,"Female",1627172.138,9743.54573652694,2326.752,56,0.335329341317365,0,167,0.335329341317365,835,26,"June, 2021",2021180,22.1,23.2,22.6,6.49,0.88,0.64,86,71,76.5,30,21.7,24.7,5.28,2271
"Elsa",2021-06-30,"Female",375880.096,2250.77901796407,537.118,0,0,0,167,0,835,26,"June, 2021",2021181,23.1,24,23.5,6.71,0.97,0.02,83,68,76.5,28.3,20,24.7,5.44,2387
"Elsa",2021-07-01,"Female",1937293.369,11670.4419819277,1200.282,56,0.337349397590361,0,166,0.337349397590361,830,26,"July, 2021",2021182,23.4,24.2,23.7,8.28,0.31,0,81,64,72,27.2,17.8,22.2,5.2,2159
"Elsa",2021-07-02,"Female",2859303.947,17224.7225722892,1345.633,58,0.349397590361446,0,166,0.349397590361446,830,26,"July, 2021",2021183,22.7,23.7,23.1,8.05,0.31,0,77,55,68.5,25,12.8,20.3,4.88,1871
"Elsa",2021-07-03,"Female",917559.193,5527.46501807229,1636.335,23,0.13855421686747,0,166,0.13855421686747,830,26,"July, 2021",2021184,22.2,23.4,22.8,9.4,0.3,0,81,57,72.3,27.2,13.9,22.4,4.59,1601
"Elsa",2021-07-04,"Female",1917129.323,11548.9718253012,464.442,43,0.259036144578313,0,166,0.259036144578313,830,26,"July, 2021",2021185,22.9,24.4,23.6,6.49,0.88,0,88,66,76,31.1,18.9,24.4,4.32,1364
"Elsa",2021-07-05,"Female",1902747.513,11462.3344156627,1091.2685,36,0.216867469879518,0,166,0.216867469879518,830,27,"July, 2021",2021186,23.5,25.3,24.4,11.18,0.44,0,89,69,79.5,31.7,20.6,26.4,4.05,1133
"Elsa",2021-07-06,"Female",2498473.356,15051.044313253,1345.633,35,0.210843373493976,0,166,0.210843373493976,830,27,"July, 2021",2021187,24.7,26.3,25.4,10.29,0.54,0,90,74,77.5,32.2,23.3,25.3,3.8,944
"Elsa",2021-07-07,"Female",1781671.217,10732.9591385542,1418.3085,25,0.150602409638554,0,166,0.150602409638554,830,27,"July, 2021",2021188,25,26.4,25.7,7.38,0.98,1.04,87,66,74.8,30.6,18.9,23.8,3.66,853
"Elsa",2021-07-08,"Female",166404.251,1002.43524698795,582.54,0,0,0,166,0,830,27,"July, 2021",2021189,24.4,26.1,25,7.83,0.87,0.38,74,62,71,23.3,16.7,21.7,3.66,851
"Elsa",2021-07-09,"Female",183727.144,1113.49784242424,241.873,0,0,0,165,0,825,27,"July, 2021",2021190,23.7,25,24.3,5.82,0.8,0.01,74,60,68.3,23.3,15.6,20.2,3.57,786
"Elsa",2021-07-10,"Female",1657165.549,10043.427569697,464.442,25,0.151515151515151,0,165,0.151515151515152,825,27,"July, 2021",2021191,22.8,24.5,23.7,5.82,0.62,0,77,57,67.5,25,13.9,19.7,3.47,711
"Elsa",2021-07-11,"Female",62322.674,377.713175757576,114.691,0,0,0,165,0,825,27,"July, 2021",2021192,23.3,24.1,23.5,9.84,1,0,70,66,70.8,21.1,18.9,21.6,3.38,648
"Elsa",2021-07-12,"Female",90473.082,548.321709090909,228.247,0,0,0,165,0,825,28,"July, 2021",2021193,22.3,23.5,22.7,7.83,0.98,0.07,77,64,70.8,25,17.8,21.6,3.36,635
"Elsa",2021-07-13,"Female",228791.649,1386.61605454545,191.909,8,0.0484848484848484,0,165,0.0484848484848485,825,28,"July, 2021",2021194,22.4,23.3,22.8,7.61,0.93,0.51,80,67,72.5,26.7,19.4,22.5,3.37,641
"Elsa",2021-07-14,"Female",1054563.924,6391.29650909091,223.704,10,0.0606060606060607,0,165,0.0606060606060606,825,28,"July, 2021",2021195,22.1,24.4,23.1,8.05,0.25,0,83,66,72.5,28.3,18.9,22.5,3.35,624
"Elsa",2021-07-15,"Female",1842674.38,11235.8193902439,2326.752,62,0.378048780487804,0,164,0.378048780487805,820,28,"July, 2021",2021196,22.6,23.8,23.1,11.41,0.99,0,80,69,72,26.7,20.6,22.2,3.31,599
"Elsa",2021-07-16,"Female",158710.869,967.749201219512,655.215,0,0,0,164,0,820,28,"July, 2021",2021197,22.1,23.2,22.5,6.71,1,1.38,71,67,71.5,21.7,19.4,21.9,3.6,808
"Elsa",2021-07-17,"Female",364333.775,2221.54740853659,600.709,7,0.0426829268292683,0,164,0.0426829268292683,820,28,"July, 2021",2021198,22.2,24.2,23,6.71,0.84,0.34,80,66,73.5,26.7,18.9,23.1,3.9,1023
"Elsa",2021-07-18,"Female",2192485.545,13368.8142987805,1381.971,46,0.280487804878049,0,164,0.280487804878049,820,28,"July, 2021",2021199,22.3,24.7,23.4,2.68,0.02,0,83,60,74.3,28.3,15.6,23.5,3.84,976
"Elsa",2021-07-19,"Female",3068747.997,18711.8780304878,2108.726,45,0.274390243902439,0,164,0.274390243902439,820,29,"July, 2021",2021200,23,24.4,23.6,4.25,0.13,0,83,62,74.8,28.3,16.7,23.8,3.76,921
"Elsa",2021-07-20,"Female",4200040.247,25767.1180797546,12792.028,87,0.533742331288343,1,163,0.533742331288344,815,29,"July, 2021",2021201,22.3,25.1,23.6,7.83,0.24,0,84,64,77,28.9,17.8,25,3.72,891
"Elsa",2021-07-21,"Female",1991562.684,12218.1759754601,1454.646,49,0.300613496932515,0,163,0.300613496932515,815,29,"July, 2021",2021202,22.9,24.9,24,6.49,0.72,0,77,63,74.3,25,17.2,23.5,3.61,813
"Elsa",2021-07-22,"Female",1542199.683,9461.34774846626,73.811,32,0.196319018404908,0,163,0.196319018404908,815,29,"July, 2021",2021203,23.3,25.1,24.1,4.25,0.26,0,79,58,72.8,26.1,14.4,22.7,3.49,725
"Elsa",2021-07-23,"Female",1458278.745,8946.49536809816,44.287,32,0.196319018404908,0,163,0.196319018404908,815,29,"July, 2021",2021204,24.2,26.1,25,7.16,0.8,1.14,81,64,75.3,27.2,17.8,24.1,3.6,808
"Elsa",2021-07-24,"Female",1037570.339,6365.46220245399,428.104,32,0.196319018404908,0,163,0.196319018404908,815,29,"July, 2021",2021205,24.4,26.3,25.3,11.18,0.98,1.08,87,73,78.5,30.6,22.8,25.8,3.79,939
"Elsa",2021-07-25,"Female",3429880.645,21042.2125460123,1672.673,53,0.325153374233129,0,163,0.325153374233129,815,29,"July, 2021",2021206,24.5,26.7,25.5,5.37,0.2,0,86,67,72.5,30,19.4,22.5,4,1095
"Elsa",2021-07-26,"Female",4104317.501,25335.2932160494,2908.157,69,0.425925925925926,0,162,0.425925925925926,810,30,"July, 2021",2021207,24.3,27.1,25.6,4.03,0.01,0,88,62,71.5,31.1,16.7,21.9,4.12,1189
"Elsa",2021-07-27,"Female",3073907.956,18974.7404691358,11629.22,78,0.481481481481482,0,162,0.481481481481481,810,30,"July, 2021",2021208,24.7,26.8,25.8,5.59,0.5,0,85,67,74.5,29.4,19.4,23.6,4.2,1258
"Elsa",2021-07-28,"Female",4610190.265,28457.9645987654,23257.304,89,0.549382716049382,1,162,0.549382716049383,810,30,"July, 2021",2021209,25.1,27.4,26.2,2.91,0.28,0,87,67,74.3,30.6,19.4,23.5,4.1,1173
"Elsa",2021-07-29,"Female",3881482.964,23959.7713827161,11629.22,85,0.524691358024692,1,162,0.524691358024691,810,30,"July, 2021",2021210,25.5,27.1,26.4,10.74,0.66,0.05,84,68,72.5,28.9,20,22.5,3.87,1002
"Elsa",2021-07-30,"Female",3479748.548,21479.929308642,1890.699,68,0.419753086419753,0,162,0.419753086419753,810,30,"July, 2021",2021211,24.2,26.3,25.1,6.49,0.69,0,75,59,68.5,23.9,15,20.3,3.7,875
"Elsa",2021-07-31,"Female",2605171.246,16181.187863354,945.917,34,0.211180124223602,0,161,0.211180124223602,805,30,"July, 2021",2021212,23.5,25.7,24.5,4.92,0.1,0,78,56,69.8,25.6,13.3,21,3.54,759
"Elsa",2021-08-01,"Female",2913310.95,18095.099068323,3634.912,47,0.291925465838509,0,161,0.291925465838509,805,30,"August, 2021",2021213,23.7,25.3,24.5,8.28,0.34,0.33,76,59,71.8,24.4,15,22.1,3.44,687
"Elsa",2021-08-02,"Female",5506511.182,34201.9328074534,12792.028,103,0.639751552795031,1,161,0.639751552795031,805,31,"August, 2021",2021214,23,25.2,24.1,2.91,0.25,0,77,53,70.3,25,11.7,21.3,3.32,606
"Elsa",2021-08-03,"Female",3563064.232,22130.8337391304,5524.476,75,0.46583850931677,0,161,0.46583850931677,805,31,"August, 2021",2021215,22.6,24.7,23.6,2.01,0.28,0,81,54,74.8,27.2,12.2,23.8,3.23,546
"Elsa",2021-08-04,"Female",3566866.069,22292.91293125,709.722,67,0.41875,0,160,0.41875,800,31,"August, 2021",2021216,22.8,24.7,23.6,1.12,0.3,0,83,58,74.5,28.3,14.4,23.6,3.17,511
"Elsa",2021-08-05,"Female",2076388.656,12977.4291,332.7175,28,0.175,0,160,0.175,800,31,"August, 2021",2021217,23,25,23.9,5.37,0.32,0,84,60,75.3,28.9,15.6,24.1,3.12,478
"Elsa",2021-08-06,"Female",682059.825,4262.87390625,364.513,18,0.1125,0,160,0.1125,800,31,"August, 2021",2021218,22.8,24.7,23.7,8.5,0.82,0.66,82,60,76,27.8,15.6,24.4,3.12,482
"Elsa",2021-08-07,"Female",718938.125,4493.36328125,225.9755,7,0.04375,0,160,0.04375,800,31,"August, 2021",2021219,23.5,25.6,24.4,6.04,0.79,0.04,84,67,78,28.9,19.4,25.6,3.3,595
"Elsa",2021-08-08,"Female",169236.323,1064.37938993711,241.873,0,0,0,159,0,795,31,"August, 2021",2021220,24.1,26.3,25,10.07,0.87,0,87,71,77.8,30.6,21.7,25.4,3.22,543
"Elsa",2021-08-09,"Female",303713.303,1910.14655974843,228.247,4,0.0251572327044025,0,159,0.0251572327044025,795,32,"August, 2021",2021221,24.8,25.9,25.3,12.75,0.71,0,82,73,73.8,27.8,22.8,23.2,3.16,504
"Elsa",2021-08-10,"Female",2342532.116,14732.9063899371,169.198,45,0.283018867924528,0,159,0.283018867924528,795,32,"August, 2021",2021222,24.8,27.4,25.8,10.29,0.91,0.25,89,72,75,31.7,22.2,23.9,3.14,494
"Elsa",2021-08-11,"Female",1361328.469,8561.81427044025,76.082,32,0.20125786163522,0,159,0.20125786163522,795,32,"August, 2021",2021223,24.8,26.9,25.5,10.96,0.86,0.51,83,70,73.3,28.3,21.1,22.9,3.2,533
"Elsa",2021-08-12,"Female",787054.384,4950.02757232704,228.247,33,0.207547169811321,0,159,0.207547169811321,795,32,"August, 2021",2021224,24.8,27.1,25.9,10.07,0.77,0.2,86,73,72.8,30,22.8,22.7,3.46,704
"Elsa",2021-08-13,"Female",1254079.821,7937.21405696203,459.9,49,0.310126582278481,0,158,0.310126582278481,790,32,"August, 2021",2021225,25.2,26.7,25.9,7.16,0.77,0,81,63,65.5,27.2,17.2,18.6,3.69,867
"Elsa",2021-08-14,"Female",2588292.363,16381.5972341772,359.971,44,0.278481012658227,0,158,0.278481012658228,790,32,"August, 2021",2021226,24,26.1,25,4.7,0.14,0,78,58,65.8,25.6,14.4,18.8,3.79,940
"Elsa",2021-08-15,"Female",1425101.235,9019.62806962025,166.9265,24,0.151898734177215,0,158,0.151898734177215,790,32,"August, 2021",2021227,23.8,25.6,24.6,3.58,0.2,0,79,55,68.3,26.1,12.8,20.2,3.92,1038
"Elsa",2021-08-16,"Female",1139200.254,7210.12818987342,114.691,23,0.145569620253165,0,158,0.145569620253165,790,33,"August, 2021",2021228,23.8,25.9,24.8,4.92,0.68,0,79,56,68.5,26.1,13.3,20.3,3.88,1006
"Elsa",2021-08-17,"Female",1263323.236,7995.7166835443,1381.971,55,0.348101265822785,0,158,0.348101265822785,790,33,"August, 2021",2021229,24,26,24.9,3.13,0.61,0,83,63,71.3,28.3,17.2,21.8,3.69,866
"Elsa",2021-08-18,"Female",2741297.064,17460.4908535032,1527.322,51,0.32484076433121,0,157,0.32484076433121,785,33,"August, 2021",2021230,24.1,26.3,25.1,2.91,0.73,0,86,67,72.8,30,19.4,22.7,3.52,748
"Elsa",2021-08-19,"Female",1568555.917,9990.80201910828,727.891,29,0.184713375796178,0,157,0.184713375796178,785,33,"August, 2021",2021231,24.8,26.2,25.4,1.57,0.43,0,88,66,74.3,31.1,18.9,23.5,3.37,639
"Elsa",2021-08-20,"Female",890653.353,5672.95129299363,1599.997,22,0.140127388535032,0,157,0.140127388535032,785,33,"August, 2021",2021232,24.7,26.5,25.6,2.24,0.18,0,88,66,75.3,31.1,18.9,24.1,3.24,554
"Elsa",2021-08-21,"Female",1222203.643,7784.73657961784,509.864,19,0.121019108280255,0,157,0.121019108280255,785,33,"August, 2021",2021233,25.2,27.4,26.2,5.37,0.17,0,88,69,75.3,31.1,20.6,24.1,3.14,495
"Elsa",2021-08-22,"Female",1171758.896,7463.43245859872,500.78,11,0.070063694267516,0,157,0.0700636942675159,785,33,"August, 2021",2021234,25.6,27,26.4,5.82,0.48,0.05,88,68,74.5,31.1,20,23.6,3.13,486
"Elsa",2021-08-23,"Female",561953.304,3602.26476923077,153.3,1,0.00641025641025642,0,156,0.00641025641025641,780,34,"August, 2021",2021235,24.6,26.7,25.6,5.82,0.33,0,86,64,71.8,30,17.8,22.1,3.09,466
"Elsa",2021-08-24,"Female",908841.535,5863.49377419355,1091.268,26,0.167741935483871,0,155,0.167741935483871,775,34,"August, 2021",2021236,25.4,27.4,26.3,7.38,0.77,1.31,92,70,76.5,33.3,21.1,24.7,3.15,508
"Elsa",2021-08-25,"Female",1952799.373,12517.944698718,2326.752,15,0.0961538461538461,0,156,0.0961538461538462,780,34,"August, 2021",2021237,25.5,28,26.6,5.82,0.76,0,90,68,75.3,32.2,20,24.1,3.22,540
"Elsa",2021-08-26,"Female",1682414.621,10784.7091089744,2290.4145,23,0.147435897435897,0,156,0.147435897435897,780,34,"August, 2021",2021238,26.1,28.1,27,4.92,0.63,0.01,87,72,74,30.6,22.2,23.3,3.11,478
"Elsa",2021-08-27,"Female",680250.886,4360.5826025641,1145.775,20,0.128205128205128,0,156,0.128205128205128,780,34,"August, 2021",2021239,26.4,28,27.1,5.14,0.75,0,87,72,73.8,30.6,22.2,23.2,3.07,452
"Elsa",2021-08-28,"Female",767116.316,4917.41228205128,235.0595,5,0.0320512820512821,0,156,0.032051282051282,780,34,"August, 2021",2021240,26.9,28.9,27.7,8.28,0.52,0,90,72,77.8,32.2,22.2,25.4,3.02,422
"Elsa",2021-08-29,"Female",684480.838000001,4416.00540645161,328.175,19,0.12258064516129,0,155,0.12258064516129,775,34,"August, 2021",2021241,27,28.5,27.7,9.62,0.35,0,90,72,79.5,32.2,22.2,26.4,2.99,409
"Elsa",2021-08-30,"Female",1021326.221,6589.20142580645,241.873,0,0,0,155,0,775,35,"August, 2021",2021242,26.4,27.9,26.9,4.92,0.37,0,82,62,71,27.8,16.7,21.7,2.98,404
"Elsa",2021-08-31,"Female",996088.523,6426.37756774194,446.273,11,0.0709677419354838,0,155,0.0709677419354839,775,35,"August, 2021",2021243,25,26.9,25.8,4.7,0.54,0,82,60,70.5,27.8,15.6,21.4,2.96,392
"Elsa",2021-09-01,"Female",837044.928,5400.28985806452,482.611,14,0.0903225806451615,0,155,0.0903225806451613,775,35,"September, 2021",2021244,24.9,26.2,25.5,8.05,0.48,0,78,58,70.8,25.6,14.4,21.6,2.93,376
"Elsa",2021-09-02,"Female",1400632.295,9036.33738709678,337.26,7,0.0451612903225807,0,155,0.0451612903225806,775,35,"September, 2021",2021245,23.8,25.6,24.6,3.36,0.03,0,77,52,70.3,25,11.1,21.3,2.9,361
"Elsa",2021-09-03,"Female",1270854.238,8252.30024675325,291.838,26,0.168831168831169,0,154,0.168831168831169,770,35,"September, 2021",2021246,23.1,25,23.6,4.47,0.51,0,77,54,70,25,12.2,21.1,2.88,347
"Elsa",2021-09-04,"Female",334489.122,2172.00728571429,1127.606,0,0,0,154,0,770,35,"September, 2021",2021247,23,23.6,23.2,8.28,0.87,0,76,64,67.8,24.4,17.8,19.9,2.86,337
"Elsa",2021-09-05,"Female",1014141.574,6585.3348961039,473.5265,24,0.155844155844156,0,154,0.155844155844156,770,35,"September, 2021",2021248,22.3,24.1,23.1,8.28,0.2,0,80,58,68.5,26.7,14.4,20.3,2.83,324
"Elsa",2021-09-06,"Female",510621.672,3315.72514285714,87.438,1,0.0064935064935065,0,154,0.00649350649350649,770,36,"September, 2021",2021249,22.1,23.6,22.8,5.82,0.14,0,76,54,66.8,24.4,12.2,19.3,2.86,338
"Elsa",2021-09-07,"Female",1928608.642,12523.4327402597,3562.2365,62,0.402597402597403,0,154,0.402597402597403,770,36,"September, 2021",2021250,21.3,23,22,12.08,0.3,0.58,86,55,69,30,12.8,20.6,2.89,357
"Elsa",2021-09-08,"Female",1280949.327,8372.21782352941,223.704,14,0.0915032679738564,0,153,0.0915032679738562,765,36,"September, 2021",2021251,21.5,23,22.1,9.62,0.1,0,78,57,67.5,25.6,13.9,19.7,2.9,359
"Elsa",2021-09-09,"Female",1567478.269,10244.9560065359,300.922,41,0.26797385620915,0,153,0.26797385620915,765,36,"September, 2021",2021252,21,22.6,21.7,5.59,0.16,0,73,52,65.3,22.8,11.1,18.5,2.9,361
"Elsa",2021-09-10,"Female",2147665.178,14037.0273071895,982.255,40,0.261437908496732,0,153,0.261437908496732,765,36,"September, 2021",2021253,20.3,22.2,21.2,3.36,0.35,0,76,50,68.8,24.4,10,20.4,2.9,359
"Elsa",2021-09-11,"Female",48407.5969999999,318.471032894737,14.762,0,0,0,152,0,760,36,"September, 2021",2021254,20.5,22.7,21.5,11.63,0.13,0,82,59,69.5,27.8,15,20.8,2.87,343
"Elsa",2021-09-12,"Female",8542.80200000001,56.2026447368421,7.949,0,0,0,152,0,760,36,"September, 2021",2021255,21.8,23.2,22.5,8.05,0.83,0,84,69,67,28.9,20.6,19.4,2.83,325
"Elsa",2021-09-13,"Female",864166.533,5722.95717218543,564.371,69,0.456953642384106,0,151,0.456953642384106,755,37,"September, 2021",2021256,21.5,23,21.9,5.14,0.97,0,79,66,66.5,26.1,18.9,19.2,2.84,327
