Name,Sex,Date,StateChange
Bugs,Male,5/12/21,2
Carmen,Female,5/12/21,4
Dale,Male,5/12/21,8
Dot,Female,5/12/21,8
Elsa,Female,5/12/21,4
Felix,Male,5/12/21,10
Fiona,Female,5/12/21,2
Granny,Female,5/12/21,4
Marlo,Female,5/12/21,2
Ziggy,Male,5/12/21,2
Alvin,Male,5/13/21,6
April,Female,5/13/21,8
Betty,Female,5/13/21,4
Bugs,Male,5/13/21,4
Carmen,Female,5/13/21,2
Dale,Male,5/13/21,2
Dot,Female,5/13/21,4
Elsa,Female,5/13/21,12
Felix,Male,5/13/21,8
Fiona,Female,5/13/21,6
Granny,Female,5/13/21,10
Marlo,Female,5/13/21,2
Ziggy,Male,5/13/21,2
Alvin,Male,5/14/21,8
April,Female,5/14/21,4
Betty,Female,5/14/21,10
Bugs,Male,5/14/21,8
Carmen,Female,5/14/21,10
Dale,Male,5/14/21,6
Dot,Female,5/14/21,6
Elsa,Female,5/14/21,12
Felix,Male,5/14/21,6
Fiona,Female,5/14/21,8
Granny,Female,5/14/21,12
Marlo,Female,5/14/21,2
Ziggy,Male,5/14/21,5
Alvin,Male,5/15/21,5
April,Female,5/15/21,4
Betty,Female,5/15/21,6
Bugs,Male,5/15/21,2
Carmen,Female,5/15/21,4
Dale,Male,5/15/21,4
Dot,Female,5/15/21,2
Elsa,Female,5/15/21,10
Felix,Male,5/15/21,4
Fiona,Female,5/15/21,4
Granny,Female,5/15/21,6
Marlo,Female,5/15/21,4
Ziggy,Male,5/15/21,4
Alvin,Male,5/16/21,2
April,Female,5/16/21,5
Betty,Female,5/16/21,7
Bugs,Male,5/16/21,6
Carmen,Female,5/16/21,2
Dale,Male,5/16/21,8
Dot,Female,5/16/21,2
Elsa,Female,5/16/21,12
Felix,Male,5/16/21,4
Fiona,Female,5/16/21,10
Granny,Female,5/16/21,6
Marlo,Female,5/16/21,5
Ziggy,Male,5/16/21,11
Alvin,Male,5/17/21,4
April,Female,5/17/21,4
Betty,Female,5/17/21,6
Bugs,Male,5/17/21,4
Carmen,Female,5/17/21,4
Dale,Male,5/17/21,4
Dot,Female,5/17/21,2
Elsa,Female,5/17/21,16
Felix,Male,5/17/21,4
Fiona,Female,5/17/21,6
Granny,Female,5/17/21,2
Marlo,Female,5/17/21,2
Ziggy,Male,5/17/21,4
Alvin,Male,5/18/21,6
April,Female,5/18/21,12
Betty,Female,5/18/21,6
Bugs,Male,5/18/21,14
Carmen,Female,5/18/21,5
Dale,Male,5/18/21,7
Dot,Female,5/18/21,12
Elsa,Female,5/18/21,22
Felix,Male,5/18/21,2
Fiona,Female,5/18/21,12
Granny,Female,5/18/21,10
Marlo,Female,5/18/21,4
Ziggy,Male,5/18/21,4
Alvin,Male,5/19/21,4
April,Female,5/19/21,10
Betty,Female,5/19/21,16
Bugs,Male,5/19/21,4
Carmen,Female,5/19/21,10
Chip,Male,5/19/21,8
Dale,Male,5/19/21,4
Dot,Female,5/19/21,8
Elsa,Female,5/19/21,6
